customerID,Contract,tenure,MonthlyCharges,TechSupport,OnlineSecurity,churn_probability,risk_segment
9305-CDSKC,Month-to-month,8,99.65,No,No,0.7893349027590983,High risk
8775-LHDJH,Month-to-month,1,90.6,No,No,0.787959079001608,High risk
2982-IHMFT,Month-to-month,1,74.45,No,No,0.7879237799972539,High risk
8161-QYMTT,Month-to-month,7,94.1,No,No,0.7869493176560868,High risk
6350-XFYGW,Month-to-month,4,94.75,No,No,0.7867783092619888,High risk
2516-VQRRV,Month-to-month,2,75.45,No,No,0.7864729381589484,High risk
5299-SJCZT,Month-to-month,3,101.55,No,No,0.786282289100801,High risk
8414-MYSHR,Month-to-month,5,91.4,No,No,0.7862030428542274,High risk
6857-VWJDT,Month-to-month,1,95.65,No,No,0.7857661319582335,High risk
2968-SSGAA,Month-to-month,10,100.6,No,No,0.7856163135991716,High risk
9546-CQJSU,Month-to-month,2,91.4,No,No,0.7848788726885838,High risk
7943-RQCHR,Month-to-month,9,94.75,No,No,0.7846642354621148,High risk
4912-PIGUY,Month-to-month,1,84.6,No,No,0.7830054274745364,High risk
4626-GYCZP,Month-to-month,7,93.85,No,No,0.7829916301473023,High risk
0196-VULGZ,Month-to-month,6,84.35,No,No,0.7820371010876204,High risk
6328-ZPBGN,Month-to-month,11,95.15,No,No,0.7815446015440564,High risk
8972-HJWNV,Month-to-month,7,84.55,No,No,0.781451447916058,High risk
4929-XIHVW,Month-to-month,2,95.5,No,No,0.7814018430048579,High risk
2205-YMZZJ,Month-to-month,7,84.8,No,No,0.7812515694509037,High risk
6969-MVBAI,Month-to-month,9,90.1,No,No,0.7803517259549223,High risk
4078-SAYYN,Month-to-month,11,100.75,No,No,0.7801529501128698,High risk
1724-BQUHA,Month-to-month,5,89.5,No,No,0.7800370675795056,High risk
0564-JJHGS,Month-to-month,9,95.5,No,No,0.7798307162979602,High risk
6015-VVHHE,Month-to-month,5,83.15,No,No,0.7796775142841033,High risk
8603-IJWDN,Month-to-month,1,86.6,No,No,0.7794293794056878,High risk
4847-TAJYI,Month-to-month,6,89.35,No,No,0.7793125481041023,High risk
7235-NXZCP,Month-to-month,2,74.85,No,No,0.7790434488549193,High risk
5935-FCCNB,Month-to-month,17,94.2,No,No,0.7781652161818758,High risk
9282-IZGQK,Month-to-month,1,85.0,No,No,0.7780470361309789,High risk
0259-GBZSH,Month-to-month,2,85.65,No,No,0.7772876332781721,High risk
3319-DWOEP,Month-to-month,6,95.75,No,No,0.7772632084034046,High risk
4927-WWOOZ,Month-to-month,2,91.45,No,No,0.7771651883272018,High risk
7234-FECYN,Month-to-month,8,101.35,No,No,0.777006103209294,High risk
9248-OJYKK,Month-to-month,1,76.45,No,No,0.7769334559150111,High risk
1075-BGWOH,Month-to-month,16,98.75,No,No,0.7768894204118979,High risk
3178-FESZO,Month-to-month,1,100.25,No,No,0.7763485976863559,High risk
1658-BYGOY,Month-to-month,18,95.45,No,No,0.7754011301361418,High risk
1143-NMNQJ,Month-to-month,2,85.7,No,No,0.7753845369689009,High risk
0107-YHINA,Month-to-month,1,99.75,No,No,0.7750782220932583,High risk
3606-TWKGI,Month-to-month,13,106.9,No,No,0.7745093064905304,High risk
6894-LFHLY,Month-to-month,1,75.75,No,No,0.7740895963299411,High risk
3902-FOIGH,Month-to-month,12,101.35,No,No,0.7739674777441018,High risk
1833-VGRUM,Month-to-month,1,74.2,No,No,0.7728884265610908,High risk
4988-IQIGL,Month-to-month,1,75.35,No,No,0.772453046340675,High risk
0723-DRCLG,Month-to-month,1,74.45,No,No,0.7719833606619072,High risk
3489-HHPFY,Month-to-month,2,84.05,No,No,0.7718143991897234,High risk
7225-CBZPL,Month-to-month,17,94.8,No,No,0.7714716268104508,High risk
6474-FVJLC,Month-to-month,2,86.0,No,No,0.7712535977582152,High risk
7488-MXJIV,Month-to-month,4,85.65,No,No,0.7700016760126724,High risk
2656-TABEH,Month-to-month,4,100.2,No,No,0.7699682593055859,High risk
7668-XCFYV,Month-to-month,17,92.55,No,No,0.7698961323634468,High risk
3295-YVUSR,Month-to-month,2,72.6,No,No,0.7698801122360743,High risk
6521-YYTYI,Month-to-month,1,93.3,No,No,0.7698565482473716,High risk
0897-FEGMU,Month-to-month,11,99.5,No,No,0.7697941664236234,High risk
5240-IJOQT,Month-to-month,1,74.7,No,No,0.7697758570935108,High risk
2982-VPSGI,Month-to-month,11,94.0,No,No,0.7697670225765944,High risk
9221-OTIVJ,Month-to-month,14,104.85,No,No,0.7697016458668281,High risk
8058-JMEQO,Month-to-month,9,84.45,No,No,0.7694669245303132,High risk
3387-VATUS,Month-to-month,5,94.85,No,No,0.7693304295439364,High risk
4115-NZRKS,Month-to-month,7,89.15,No,No,0.7693232165492448,High risk
1455-UGQVH,Month-to-month,10,98.5,No,No,0.7692213933890293,High risk
7526-BEZQB,Month-to-month,12,96.05,No,No,0.7685699528640056,High risk
3551-HUAZH,Month-to-month,1,74.4,No,No,0.7685328086257133,High risk
9134-CEQMF,Month-to-month,7,89.5,No,No,0.7684914659491915,High risk
6210-KBBPI,Month-to-month,9,99.45,No,No,0.768263730560792,High risk
5383-MMTWC,Month-to-month,8,84.0,No,No,0.7681929555209448,High risk
2462-XIIJB,Month-to-month,5,92.5,No,No,0.7680180104759814,High risk
8258-GSTJK,Month-to-month,3,77.0,No,No,0.7676946141408327,High risk
3452-GWUIN,Month-to-month,19,94.95,No,No,0.7673870148145802,High risk
4102-OQUPX,Month-to-month,1,74.4,No,No,0.766573285280679,High risk
7274-RTAPZ,Month-to-month,1,90.55,No,No,0.7662560705728229,High risk
7779-LGOVN,Month-to-month,10,86.65,No,No,0.7661628729187102,High risk
2642-DTVCO,Month-to-month,9,85.05,No,No,0.7659393391336596,High risk
4548-SDBKE,Month-to-month,5,85.2,No,No,0.7658160568040526,High risk
8473-VUVJN,Month-to-month,1,73.65,No,No,0.7654047105491901,High risk
2725-KXXWT,Month-to-month,1,90.75,No,No,0.7651229755306168,High risk
2034-GDRCN,Month-to-month,2,90.4,No,No,0.7648978247839266,High risk
0021-IKXGC,Month-to-month,1,72.1,No,No,0.7641714312481394,High risk
6567-HOOPW,Month-to-month,1,79.2,No,No,0.7638929707012445,High risk
3027-ZTDHO,Month-to-month,1,89.9,No,No,0.7635282912391315,High risk
7576-OYWBN,Month-to-month,3,76.05,No,No,0.7634745736435302,High risk
8593-WHYHV,Month-to-month,3,85.3,No,No,0.7634471955234199,High risk
8361-LTMKD,Month-to-month,4,74.4,No,No,0.7632386318286838,High risk
1304-NECVQ,Month-to-month,2,78.55,No,No,0.7631782307127101,High risk
9965-YOKZB,Month-to-month,9,83.85,No,No,0.7630706986646197,High risk
9025-AOMKI,Month-to-month,6,93.55,No,No,0.7630273145026999,High risk
6513-EECDB,Month-to-month,1,73.55,No,No,0.7630051296798622,High risk
0187-QSXOE,Month-to-month,7,89.0,No,No,0.762983138463388,High risk
3621-CEOVK,Month-to-month,14,100.2,No,No,0.7623672827082237,High risk
0970-ETWGE,Month-to-month,1,89.55,No,No,0.7620504146836508,High risk
0754-UKWQP,Month-to-month,2,95.85,No,No,0.7619231911062975,High risk
7029-RPUAV,Month-to-month,17,100.45,No,No,0.7613305896856807,High risk
3318-NMQXL,Month-to-month,3,92.0,No,No,0.7612470469441633,High risk
5519-NPHVG,Month-to-month,12,94.2,No,No,0.7612319029562126,High risk
4140-MUHUG,Month-to-month,3,86.85,No,No,0.7612061641508522,High risk
4587-VVTOX,Month-to-month,6,105.3,No,No,0.7612017833089901,High risk
7577-SWIFR,Month-to-month,1,89.25,No,No,0.7607786169835314,High risk
8337-UPOAQ,Month-to-month,10,89.8,No,No,0.7602657003101296,High risk
1455-ESIQH,Month-to-month,1,89.1,No,No,0.7601409731687384,High risk
2265-CYWIV,Month-to-month,4,99.6,No,Yes,0.7599645583407547,High risk
6230-BSUXY,Month-to-month,1,85.0,No,No,0.7595845978092491,High risk
0697-ZMSWS,Month-to-month,4,85.65,No,No,0.7586636904353647,High risk
0722-TROQR,Month-to-month,4,74.9,No,No,0.7585046778225916,High risk
8739-XNIKG,Month-to-month,5,84.0,No,No,0.758355611733384,High risk
8580-AECUZ,Month-to-month,1,79.1,No,No,0.7581371356434782,High risk
6979-ZNSFF,Month-to-month,8,87.05,No,No,0.7580219483171509,High risk
9809-IMGCQ,Month-to-month,22,96.7,No,No,0.7575938666855981,High risk
4145-UQXUQ,Month-to-month,8,92.1,No,No,0.7575486260875565,High risk
6060-DRTNL,Month-to-month,5,84.85,No,No,0.7574641540220973,High risk
1626-ERCMM,Month-to-month,20,94.55,No,No,0.7573613567416497,High risk
4094-NSEDU,Month-to-month,21,94.25,No,No,0.7571774307706217,High risk
3722-WPXTK,Month-to-month,1,88.35,No,No,0.7569353340099655,High risk
0871-URUWO,Month-to-month,13,102.25,No,No,0.7562052395864113,High risk
1624-NALOJ,Month-to-month,5,89.8,No,No,0.7560592823882445,High risk
0916-QOFDP,Month-to-month,14,95.8,No,No,0.755921051271965,High risk
7398-SKNQZ,Month-to-month,3,94.9,No,No,0.7555656834957285,High risk
1389-CXMLU,Month-to-month,3,91.05,No,No,0.7553315016988629,High risk
1197-BVMVG,Month-to-month,4,74.45,No,No,0.7552426487956113,High risk
3834-XUIFC,Month-to-month,7,85.2,No,No,0.7548976760101781,High risk
1925-TIBLE,Month-to-month,7,86.5,No,No,0.7547637171341972,High risk
9611-CTWIH,Month-to-month,3,89.45,No,No,0.7545320683534928,High risk
4713-LZDRV,Month-to-month,2,79.6,No,No,0.7543494498377838,High risk
4086-YQSNZ,Month-to-month,3,80.4,No,No,0.7542076857728008,High risk
0680-DFNNY,Month-to-month,15,101.1,No,No,0.7535769916588648,High risk
0655-RBDUG,Month-to-month,7,98.05,No,No,0.7532891208073677,High risk
3217-FZDMN,Month-to-month,8,94.45,No,No,0.7530721301380958,High risk
3811-VBYBZ,Month-to-month,7,99.8,No,No,0.7530650647763492,High risk
9290-SHCMB,Month-to-month,13,96.85,No,No,0.7527473364049982,High risk
4132-KALRO,Month-to-month,4,100.85,Yes,No,0.7523645600058169,High risk
3276-HDUEG,Month-to-month,1,75.05,No,No,0.7522318889682724,High risk
6683-VLCTZ,Month-to-month,20,98.55,No,No,0.7512724841545517,High risk
1980-KXVPM,Month-to-month,3,75.05,No,No,0.7507701465037467,High risk
6161-UUUTA,Month-to-month,3,79.9,No,No,0.7504908147121583,High risk
7568-PODML,Month-to-month,1,45.3,No,No,0.7501524791164355,High risk
6618-RYATB,Month-to-month,1,79.55,No,No,0.7492761414042067,High risk
6688-UZPWD,Month-to-month,11,102.0,No,No,0.7491107300226543,High risk
5357-TZHPP,Month-to-month,9,84.4,No,No,0.7474075142227685,High risk
9451-LPGOO,Month-to-month,7,86.8,No,No,0.7473778477063597,High risk
5052-PNLOS,Month-to-month,3,105.35,No,No,0.7467729719117988,High risk
3874-EQOEP,Month-to-month,7,95.0,No,No,0.7464985429790879,High risk
1579-KLYDT,Month-to-month,7,90.45,No,No,0.7463241979589283,High risk
2609-IAICY,Month-to-month,1,77.15,No,No,0.7460451060977266,High risk
5956-VKDTT,Month-to-month,5,74.35,No,No,0.7446008232699395,High risk
6856-RAURS,Month-to-month,2,74.9,No,No,0.7444422742052769,High risk
5760-IFJOZ,Month-to-month,3,107.95,No,No,0.7441524939886142,High risk
8699-ASUFO,Month-to-month,7,74.4,No,No,0.7440473555198698,High risk
2754-SDJRD,Month-to-month,8,100.15,Yes,No,0.7440155013479499,High risk
3006-XIMLN,Month-to-month,2,94.2,No,No,0.7439205654860275,High risk
3776-EKTKM,Month-to-month,1,36.45,No,No,0.7432043661218636,High risk
3707-GNWHM,Month-to-month,1,74.25,No,No,0.7431807711289498,High risk
4706-AXVKM,Month-to-month,11,84.8,No,No,0.7430066993298836,High risk
9231-ZJYAM,Month-to-month,4,78.85,No,No,0.7428034720555343,High risk
5419-CONWX,Month-to-month,4,99.8,No,No,0.7425859379116133,High risk
2672-HUYVI,Month-to-month,6,91.1,No,No,0.7418968321789576,High risk
0236-HFWSV,Month-to-month,15,93.35,No,No,0.7416989464848428,High risk
7228-OMTPN,Month-to-month,4,88.45,No,No,0.7410181832102853,High risk
2990-HWIML,Month-to-month,6,89.5,No,No,0.7409090835706853,High risk
7156-MHUGY,Month-to-month,13,90.5,No,No,0.7405979066388071,High risk
9957-YODKZ,Month-to-month,6,80.8,No,No,0.740250643129076,High risk
9402-ORRAH,Month-to-month,15,91.5,No,No,0.7400858522878514,High risk
1875-QIVME,Month-to-month,2,104.4,Yes,No,0.7400000563511868,High risk
2612-RANWT,Month-to-month,12,100.15,No,No,0.7395900060768832,High risk
8382-SHQEH,Month-to-month,8,84.9,No,No,0.7395776410681395,High risk
2027-FECZV,Month-to-month,12,106.7,No,No,0.7384718948787086,High risk
3049-NDXFL,Month-to-month,1,85.8,No,No,0.7384534679809894,High risk
4192-GORJT,Month-to-month,5,94.45,No,No,0.738436225410538,High risk
8357-EQXFO,Month-to-month,7,95.35,No,No,0.7377074483842022,High risk
5229-PRWKT,Month-to-month,8,86.55,No,No,0.7373952367304344,High risk
3727-RJMEO,Month-to-month,6,82.85,No,No,0.737321427958359,High risk
7969-AULMZ,Month-to-month,21,97.35,No,No,0.7373213622817767,High risk
6892-EZDTG,Month-to-month,4,91.65,No,No,0.7372982861701507,High risk
2215-ZAFGX,Month-to-month,9,85.5,No,No,0.7370014204733022,High risk
8816-VXNZD,Month-to-month,1,75.1,No,No,0.7368751679264515,High risk
1564-NTYXF,Month-to-month,13,82.0,No,No,0.7368488169977865,High risk
8168-UQWWF,Month-to-month,11,97.85,No,No,0.7367711560459582,High risk
2235-DWLJU,Month-to-month,6,44.4,No,No,0.7367135736540632,High risk
4514-GFCFI,Month-to-month,16,84.75,No,No,0.736607032234484,High risk
2454-RPBRZ,Month-to-month,12,98.1,No,No,0.7365807891410207,High risk
9189-JWSHV,Month-to-month,24,93.55,No,No,0.73600364751355,High risk
8309-IEYJD,Month-to-month,1,70.6,No,No,0.7356724762070599,High risk
7130-VTEWQ,Month-to-month,8,75.75,No,No,0.7356320156732159,High risk
3372-KWFBM,Month-to-month,16,86.6,No,No,0.7355870929307069,High risk
4060-LDNLU,Month-to-month,7,96.2,No,No,0.7352694414223787,High risk
2691-NZETQ,Month-to-month,9,85.35,No,No,0.734597149100665,High risk
8943-URTMR,Month-to-month,2,79.65,No,No,0.7341936079206567,High risk
4415-IJZTP,Month-to-month,1,74.5,No,No,0.73415136855049,High risk
6275-YDUVO,Month-to-month,2,86.2,No,No,0.7339979199183007,High risk
9279-CJEOJ,Month-to-month,21,95.4,No,No,0.7337546519107948,High risk
3398-FSHON,Month-to-month,12,91.3,No,No,0.7334970420884102,High risk
1618-CFHME,Month-to-month,2,75.9,No,No,0.7334681635486493,High risk
7890-VYYWG,Month-to-month,3,36.45,No,No,0.7332327291439851,High risk
5275-SQEIZ,Month-to-month,1,80.85,No,No,0.7332302498130574,High risk
7817-BOQPW,Month-to-month,2,75.55,No,No,0.7330970862838673,High risk
2077-MPJQO,Month-to-month,7,75.4,No,No,0.7329491307770614,High risk
0390-DCFDQ,Month-to-month,1,70.45,No,No,0.7328464537923489,High risk
5834-ASPWA,Month-to-month,1,75.45,No,No,0.732754342184335,High risk
9787-XVQIU,Month-to-month,1,75.3,No,No,0.7320683071808439,High risk
8992-JQYUN,Month-to-month,1,50.35,No,No,0.7317566619311886,High risk
4633-MKHYU,Month-to-month,9,88.4,No,No,0.7314973420938343,High risk
2737-WFVYW,Month-to-month,2,45.25,No,No,0.7314825806943975,High risk
0637-KVDLV,Month-to-month,2,76.5,No,No,0.731442875694131,High risk
1452-VOQCH,Month-to-month,1,75.1,No,No,0.7311518588840571,High risk
6229-LSCKB,Month-to-month,6,79.7,No,No,0.730538589935953,High risk
1157-BQCUW,Month-to-month,1,74.95,No,No,0.7304632233872059,High risk
6358-LYNGM,Month-to-month,1,74.9,No,No,0.7302334310404894,High risk
0702-PGIBZ,Month-to-month,4,101.7,No,No,0.7302243388329323,High risk
8808-ELEHO,Month-to-month,8,81.25,No,No,0.7300093012694656,High risk
7330-WZLNC,Month-to-month,5,90.8,No,No,0.729734535814705,High risk
2123-AGEEN,Month-to-month,7,84.35,No,No,0.7288823515247577,High risk
5956-YHHRX,Month-to-month,21,104.35,No,No,0.7280600861551854,High risk
2004-OCQXK,Month-to-month,1,81.95,No,No,0.7279271260261155,High risk
9334-GWGOW,Month-to-month,7,74.85,No,No,0.7279183065196385,High risk
4581-SSPWD,Month-to-month,3,75.8,No,No,0.7277761629965419,High risk
5597-GLBUC,Month-to-month,1,85.45,No,No,0.7277583667018473,High risk
5494-HECPR,Month-to-month,1,80.25,No,No,0.7276514672817398,High risk
7479-NITWS,Month-to-month,7,89.35,No,No,0.7275316133566602,High risk
8118-LSUEL,Month-to-month,23,106.4,No,No,0.7271891315391756,High risk
3096-GKWEB,Month-to-month,18,94.75,No,No,0.7270499859902525,High risk
0334-GDDSO,Month-to-month,3,81.35,No,No,0.7269197178599289,High risk
4844-JJWUY,Month-to-month,1,86.0,No,No,0.7269112852362313,High risk
4445-ZJNMU,Month-to-month,9,99.3,No,No,0.7269081740918666,High risk
5955-ERIHD,Month-to-month,18,94.7,No,No,0.7266099306392202,High risk
3519-ZKXGG,Month-to-month,3,75.85,No,No,0.7263756535106538,High risk
5835-BEQEU,Month-to-month,3,76.95,No,No,0.7262668047934201,High risk
8931-GJJIQ,Month-to-month,9,83.3,No,No,0.725886257539865,High risk
7249-WBIYX,Month-to-month,10,85.6,No,No,0.7257977669115803,High risk
1320-HTRDR,Month-to-month,3,75.5,No,No,0.7250262948354473,High risk
1173-XZPYF,Month-to-month,11,89.2,No,No,0.7249403842061348,High risk
8058-INTPH,Month-to-month,1,79.65,No,No,0.7248678370956856,High risk
4614-NUVZD,Month-to-month,1,81.1,No,No,0.7239809346490794,High risk
5167-ZFFMM,Month-to-month,1,90.85,No,No,0.7239327248554025,High risk
8510-AWCXC,Month-to-month,13,100.8,No,Yes,0.72326949086762,High risk
7439-DKZTW,Month-to-month,1,80.55,No,No,0.7232068926878509,High risk
9050-IKDZA,Month-to-month,2,81.5,No,No,0.7231744220231037,High risk
5698-BQJOH,Month-to-month,9,94.4,No,No,0.7229664769313457,High risk
1704-NRWYE,Month-to-month,9,80.85,No,No,0.7228428918894458,High risk
3878-AVSOQ,Month-to-month,1,71.25,No,No,0.7224879567269875,High risk
0325-XBFAC,Month-to-month,8,94.7,No,No,0.7224856972698017,High risk
7858-GTZSP,Month-to-month,12,86.55,No,No,0.7224799420609035,High risk
9944-HKVVB,Month-to-month,3,95.1,No,No,0.7222674803882386,High risk
7074-IEVOJ,Month-to-month,3,79.4,No,No,0.7222549225856094,High risk
7760-OYPDY,Month-to-month,2,80.65,No,No,0.7220880186375147,High risk
4090-KPJIP,Month-to-month,3,74.95,No,No,0.7220471080558755,High risk
9488-HGMJH,Month-to-month,1,71.15,No,No,0.7220198226942006,High risk
0094-OIFMO,Month-to-month,11,95.0,No,No,0.7218260696259092,High risk
9317-WZPGV,Month-to-month,2,79.75,No,No,0.7215082430282423,High risk
6615-NGGZJ,Month-to-month,14,100.55,No,No,0.7214869153193768,High risk
9725-SCPZG,Month-to-month,1,90.85,No,No,0.7213790897751208,High risk
0318-QUUOB,Month-to-month,1,80.55,No,No,0.7210029533607811,High risk
8779-QRDMV,Month-to-month,1,39.65,No,No,0.7209062937140559,High risk
9300-RENDD,Month-to-month,1,79.95,No,No,0.7203952909457325,High risk
0709-TVGUR,Month-to-month,9,74.55,No,No,0.7202833999266773,High risk
4273-MBHYA,Month-to-month,1,89.35,No,No,0.7202342031571923,High risk
8348-HFYIV,Month-to-month,2,49.25,No,No,0.7202308170829648,High risk
4529-CKBCL,Month-to-month,2,80.2,No,No,0.7201032193251153,High risk
1200-TUZHR,Month-to-month,8,85.2,No,No,0.7195010455663652,High risk
3462-BJQQA,Month-to-month,6,89.75,No,No,0.7192773396620741,High risk
4749-OJKQU,Month-to-month,4,75.65,No,No,0.7192354555570557,High risk
8780-IXSTS,Month-to-month,6,90.1,No,No,0.7192039884763295,High risk
8051-HJRLT,Month-to-month,1,70.55,No,No,0.7192008447124534,High risk
2202-CUYXZ,Month-to-month,1,84.85,No,No,0.7190919438676505,High risk
4951-UKAAQ,Month-to-month,4,88.95,No,No,0.7190288616523026,High risk
1981-INRFU,Month-to-month,2,79.75,No,No,0.719010488541335,High risk
4228-ZGYUW,Month-to-month,4,90.05,No,No,0.7189339143603993,High risk
4952-YSOGZ,Month-to-month,4,85.95,No,No,0.7189080903895374,High risk
0195-IESCP,Month-to-month,10,85.25,No,No,0.7187372357871672,High risk
9306-CPCBC,Month-to-month,3,74.25,No,No,0.7186806400135055,High risk
7402-EYFXX,Month-to-month,26,93.6,No,No,0.718527583324696,High risk
1761-AEZZR,Month-to-month,1,79.55,No,No,0.7185112124835967,High risk
8644-XLFBW,Month-to-month,1,71.65,No,No,0.7184640469036558,High risk
2514-GINMM,Month-to-month,1,79.5,No,No,0.7182751604389725,High risk
7209-JCUDS,Month-to-month,10,94.9,No,No,0.7182572727862965,High risk
7120-RFMVS,Month-to-month,1,84.5,No,No,0.7180167627905436,High risk
6108-OQZDQ,Month-to-month,4,97.95,No,No,0.7176754918146246,High risk
9605-WGJVW,Month-to-month,1,70.2,No,No,0.7175484177433645,High risk
3106-ULWFW,Month-to-month,8,85.2,No,No,0.7174301047452433,High risk
2369-UAPKZ,Month-to-month,5,104.1,No,No,0.7174107313666209,High risk
0495-RVCBF,Month-to-month,1,79.7,No,No,0.7174046977236171,High risk
1846-XWOQN,Month-to-month,1,70.15,No,No,0.7173118759683451,High risk
5095-AESKG,Month-to-month,3,91.5,No,No,0.7170087000893667,High risk
7548-SEPYI,Month-to-month,5,96.25,No,No,0.7168329435359537,High risk
2876-GZYZC,Month-to-month,13,85.95,No,No,0.716804710697443,High risk
6457-USBER,Month-to-month,1,80.8,No,No,0.7166650436590409,High risk
8000-REIQB,Month-to-month,1,69.95,No,No,0.7163645096995469,High risk
5960-WPXQM,Month-to-month,1,79.05,No,No,0.7161452882386548,High risk
8443-ZRDBZ,Month-to-month,4,76.05,No,No,0.7160674552411589,High risk
5550-VFRLC,Month-to-month,1,69.85,No,No,0.7158901080483423,High risk
9121-PHQSR,Month-to-month,16,85.05,No,No,0.7158838254388976,High risk
8740-CRYFY,Month-to-month,1,78.95,No,No,0.7156706654543608,High risk
1941-HOSAM,Month-to-month,1,90.1,No,No,0.7156178670269118,High risk
6357-JJPQT,Month-to-month,3,80.5,No,No,0.715204708041394,High risk
6860-YRJZP,Month-to-month,9,74.05,No,No,0.7150356078581992,High risk
4871-JTKJF,Month-to-month,1,69.65,No,No,0.7149398705507539,High risk
8375-DKEBR,Month-to-month,1,69.6,No,No,0.7147020128033945,High risk
2636-ALXXZ,Month-to-month,1,69.6,No,No,0.7147020128033945,High risk
4795-KTRTH,Month-to-month,5,81.0,No,No,0.7145921940538498,High risk
1268-ASBGA,Month-to-month,16,85.35,No,No,0.7145903894288905,High risk
4234-XTNEA,Month-to-month,2,79.95,No,No,0.7145394359004008,High risk
9094-AZPHK,Month-to-month,15,100.15,No,No,0.7145262022853858,High risk
0404-SWRVG,Month-to-month,3,74.4,No,No,0.714481781589532,High risk
4021-RQSNY,Month-to-month,29,98.5,No,No,0.714415807695475,High risk
